user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Cryptokankan👑,"Katsushika-ku, Tokyo",Cryptopreneur💰 || Block Chain Enthusiast || Content writer✍ || Chem engr ⛑ #Bitcoin #Binance #HuobiGlobalAmbassador🎖#NFT #CRO #SAFLE 💎  #CryptoPres 🔥,2020-03-31 14:42:21+00:00,1277.0,1829,5145,False,2021-11-14 21:17:44+00:00,"🚨#Demeter land sale has launched!🚨

We are selling CBK land purchasable with our stablecoin $DUSD!

📆Ends 18 Nov at 12:00(UTC)
🔗https://t.co/FohJiaZ52i
Don't miss out!!

#CryptoBlades #Metaverse #Crypto #NFTgame #P2EGAMING #DMT #stablecoins https://t.co/f3Yg5AC1Mi https://t.co/P8696pNkR4",['Demeter'],Twitter for iPhone,False
🦋jessica🦋🇳🇬,Nigeria,Blockchain Startups Ambassador|| Block🔗 Enthusiast| Makeup Artist|| Witch Community Manager || Demeter Ambassador,2013-09-23 10:29:49+00:00,160.0,241,622,False,2021-11-14 21:14:08+00:00,"#Demeter is selling CBK land purchasable with their #stablecoin $DUSD! This sale will ends on 18 Nov at 12:00(UTC). Don't miss out!! https://t.co/mqabXWOe7w…

#CryptoBlades #Metaverse #P2EGAMING #DMT https://t.co/dz0HdjPYBF","['Demeter', 'stablecoin']",Twitter for iPhone,False
THEMANWHOSOLDTHEWORLD,Metaverse,"Upcoming earth-like PlayToEarn MMORPG Metaverse
Claim plots for 0.01ETH at link below, USE DESKTOP
feel free to text me if something is unclear",2021-05-08 21:16:43+00:00,3340.0,3532,2592,False,2021-11-14 21:00:46+00:00,"""Shahr-e Qods"" at #1912

10k #NFT plots of land in upcoming
earth shaped #PlayToEarn #metaverse
all fixed at 0.01 ETH

https://t.co/emXYRa3wbE

 #themanwhosoldtheworld https://t.co/rqz9TW09F9","['NFT', 'PlayToEarn', 'metaverse']",Twitter Web App,False
m00n.eth 🌝 🧲,,"$crypto investor & #nft collector

@nft_snipers boss

m00n.eth, m00n.tez, https://t.co/tRG2pc5XXZ (coming soon)",2019-04-01 00:30:22+00:00,3730.0,1158,17383,False,2021-11-14 20:45:25+00:00,"Took the plunge.. officially a @TheSandboxGame land owner!!

@SnoopDogg come kick it at the plot sometime 🔥

#NFTCommunity #NFT #Metaverse https://t.co/eA87fyReZl",,Twitter Web App,False
Igor Vukelić,,,2021-04-03 21:27:14+00:00,147.0,26,985,False,2021-11-14 20:30:05+00:00,"@devchart $PYR and @VulcanForged.Their #metaverse game 
@VulcanVerse is live. It's a combination of WOW and Minecraft,advanced teramorphing abilities on your land with MMO elements. Next to that they also have 6+ other live games, gamifiedDex, staking,fiat on-ramp, scholarships, farming... https://t.co/HnpOtodmB8",['metaverse'],Twitter Web App,False
KeenanRIVALS 📸,Detroit,"Street Photographer | Creating whatever speaks to me, because that's all I hear anyway.  https://t.co/Wyn6bZ5nm2",2009-04-28 02:34:20+00:00,2664.0,1004,2873,False,2021-11-14 20:25:33+00:00,"Raised the price on my land next to #BAYC.

Came to the conclusion that land in @TheSandboxGame this area is going to be prime once @BoredApeYC drop their $APE token!

$SAND #Metaverse https://t.co/AzoM0or1eX",['BAYC'],Twitter Web App,False
Occuland,,"The Virtual Real Estate Marketplace. Buy, Sell, Lease, or Develop your virtual land. INVITATION ONLY. Private message to request access. Monetize your land now.",2021-11-03 09:03:45+00:00,67.0,2720,144,False,2021-11-14 20:14:29+00:00,Where’s the best place to buy virtual land? Are you buying to flip fast or hold? #virtualland #virtual #NFT #digitalland #metaverse #NFTs #occuland #token #plot #parcel #VirtualReality #landowner #investing,"['virtualland', 'virtual', 'NFT']",Twitter for iPhone,False
Scumbag Army,Mars,"Welcome to the ScumBag Army!

Follow for Updates on the BEST NFT project in existence.

Website and Roadmap coming soon....",2021-10-19 01:56:49+00:00,6.0,42,85,False,2021-11-14 19:52:31+00:00,"What is the first store you are opening in the metaverse if you had a beautiful chunk of virtual land.

#NFT #nftart #nftcollector #Metaverse #VirtualLand #Crypto",['NFT'],Twitter Web App,False
👻 Into the Blockchain 👻,"Michigan, USA","#Crypto enthusiast turned $FTM #NFT collector.

Wanna be YouTuber that never has the time.",2021-09-22 16:28:09+00:00,149.0,215,1051,False,2021-11-14 19:48:40+00:00,"This is fun

@8bitnostalgiart land about to sell for 33.5k $FTM

LFG!!!

#NFT #NFTCommunity #GameFi #Metaverse https://t.co/j0c9PgkDmh","['NFT', 'NFTCommunity', 'GameFi', 'Metaverse']",Twitter Web App,False
Larry Miles but some know me as Phobar,"Orlando, Florida","Community activist, poker strategist, full-blooded cryptoholic, #CNFT degenerate & $ADA freak #claynation #PBHP 👉https://t.co/Z5LlvYsudv 👈",2008-05-26 04:24:03+00:00,1197.0,2389,5739,False,2021-11-14 19:21:40+00:00,"Interesting stats on #CNFT market caps. @Pavia_io is higher than @The_ClayMates &amp; @pxlzNFT? Can someone explain the fascinating speculation occurring with Pavia? This is not intended to be critical as I am an estate holder, it's about understanding the valuation. #metaverse https://t.co/1gURNSAT04",['CNFT'],Twitter Web App,False
Isabella Crypto,"Atlanta, GA","Diamond hands, Apefarmer, crazy Trader, the best marketing kOL 😊. 📧 DM for promotion 👌",2014-07-23 18:19:48+00:00,38547.0,3686,276,False,2021-11-14 19:03:49+00:00,"$AAA 
@Moonrabbitaz vs other #metaverse projects by market cap:
$STARL: $465M
$MANA: $4.4B (9.5x)
$AAA - ONLY 20 MLN Mcap.
Moon Rabbit Metaverse is on fire: 8000 unique land parcels for sale
Immersive experience guaranteed
Good enough for Vitalik - Good enough for me https://t.co/u5T5kVk9Eu",['metaverse'],Twitter for iPhone,False
NFTalbur,"Comunidad de Madrid, España",Architect implementing digitization in construction processes and luxury vintage watch dealer. I believe in the potential of digital collectibles.,2021-09-18 15:55:53+00:00,180.0,374,945,False,2021-11-14 19:03:32+00:00,"Which #Metaverse jobs do you think will be the most demanded? For me:

- Metaverse Architect
- Gaming developer
- Tokenomist
- Metaverse Event Planner
- Smart Contract Lawyer
- Virtual Real Estate Agent

I wonder when will we be seeing these on #LinkedIn 

#MetaverseJobs #NFTs",['Metaverse'],Twitter for iPhone,False
BennyBlanco,,JPEGs 'N Bullsh*t,2021-03-14 02:29:40+00:00,70.0,324,498,False,2021-11-14 18:58:29+00:00,"👀Seeing some strong demand for LAND in The Sandbox... 
@TheSandboxGame. $SAND #PlayToEarn #Metaverse https://t.co/5dJSRVzOIj","['PlayToEarn', 'Metaverse']",Twitter Web App,False
j0k3ling,,,2021-03-18 15:35:07+00:00,49.0,43,4351,False,2021-11-14 18:57:36+00:00,Think about a #GameFi project with not only one but three games in one ecosystem! @risingsuntoken is combining fast telegram play (BananaKatana) with basic browser card game (SamuraiRising) and complex land strategy browser game (RiseOfTheShogun). #GameFi #Metaverse #RSUN #crypto https://t.co/eQCkrB1P4M,['GameFi'],Twitter for Android,False
Ryan Hasan Johnson,"Los Angeles, CA","What comes before building in public, laying the foundation? That’s the stage I’m in.",2019-06-30 15:55:29+00:00,18.0,162,169,False,2021-11-14 18:48:30+00:00,"I know everyone’s excited about #Web3, #Crypto and what the new #Metaverse will look like, but don’t sleep on Ostrich Land USA! lol 

Took the day off of twitter and went on a great day trip w the Mrs. and pups ☺️ https://t.co/uL4s3HA7Dl","['Web3', 'Crypto', 'Metaverse']",Twitter for iPhone,False
Sharmila H. Viswasam💫,"The Nation's Capital, MD & VA","🇮🇳🇺🇸BizWOMAN, THRIVING REALTOR, Savvy DAY TRADER, #JESUS LOVER!✝️ CREATOR of #RST⭐️. I’m NOT a financial advisor do your own DD b4 investing in any stock!💓",2009-07-08 09:56:27+00:00,32316.0,788,86949,False,2021-11-14 18:44:57+00:00,I just spent hr reading about #metaverse &amp; I see this definitely as the next big move for cyberspace. I also see this being used in Corporate America since most companies are letting their employees wk from🏡 &amp; it would be really cool 2c it integrated in the Real Estate industry.,['metaverse'],Twitter for iPhone,False
TheCryptoRealm,,"We at The Crypto Realm wish to inform everyone about the benefits of cryptocurrency. Create art, explore virtual lands, play games and learn crypto.",2020-10-22 16:14:09+00:00,12.0,46,50,False,2021-11-14 18:43:27+00:00,"#PAVIA land sale and native #token drop. #Cardano first #Metaverse 
https://t.co/HhKpwHKl8i","['PAVIA', 'token', 'Cardano', 'Metaverse']",Twitter for Android,False
O'Leary Advisory Group,"San Diego, CA",Entrepreneur - Investing,2012-04-02 15:58:33+00:00,85.0,90,1076,False,2021-11-14 18:25:47+00:00,Land offerings in the #Metaverse will be the next #NFTs . Look for $CUBE next week. #cryptotrading #cryptocurrency 💰⏱,"['Metaverse', 'NFTs', 'cryptotrading', 'cryptocurrency']",Twitter for iPhone,False
Prachi Yadav,,"•🎮•
•💵•",2017-10-04 16:15:49+00:00,10.0,26,48,False,2021-11-14 18:15:22+00:00,"Just Bought a NFT Land in Maldives, Malé from @NextEarth_ 🌍 My first Land NFT! It's easy and a great investment!
#NFTs #Metaverse","['NFTs', 'Metaverse']",Twitter Web App,False
TheMetaverse💎,In Metaverse we BUIDL🙏💫,$BLT 88 🙌 $FLOW $Blocto OG 🚀 #BALLERZ💎 #NFTs 🚀 #SEED 8888 #MANA 💎 #METAVERSE  💫 888 #EARLYSUPPORTER🚀 #MatrixWorld ✨ @theMatrixWorld #BUIDL #VirtualLand,2021-02-17 10:16:12+00:00,2339.0,2398,9771,False,2021-11-14 18:13:45+00:00,"Told you to accumulate. 0.65 ETH Floor. MatrixWorld. 3d programmable Multichain Metaverse with @flow_blockchain 
@theMatrixWorld #MatrixWorld #Virtualland #digitalrealestate #buidl #earlysupporter #Metaverse #multichain #MANA #SAND #3d #web3 #Meta
🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀 https://t.co/41WWpWyyNq",,Twitter Web App,False
Shibalution,,"#Shibaverse #Verse Shiba Inu #Shib #Leash #Bone

https://t.co/HtM4wxGk8j                                         https://t.co/nMi2P401kj",2021-09-22 21:43:38+00:00,52.0,126,89,False,2021-11-14 18:10:56+00:00,"@davidgokhshtein My game-plan is to hold $Verse, and own Real estate in https://t.co/TxYzZT2vNl.  You can too! #Shibaverse is a #metaverse which will host #PlayToEarn  games, #NFT virtual real estate in a photorealistic virtual reality environment",,Twitter Web App,False
STARLINKSTER (STARL),,A Trooper on the wheel of STARL,2021-08-25 11:38:48+00:00,24.0,30,126,False,2021-11-14 18:07:31+00:00,"@WatcherGuru $STARL made me a millionaire in my local currency, my biggest win for the year.
Multi millionaire and to own a virtual land in $STARL #METAVERSE station is the aim right now.
@skdandy1 @StarLinkETH @woof_decentra",,Twitter Web App,False
0xbeedo,,CEO of PFWStudio ! PeyotesNFT addict ! Polygon Boy !,2021-10-01 20:04:23+00:00,33.0,47,315,False,2021-11-14 17:54:12+00:00,"new @cryptovoxels parcel at #igloo !! @digissues 
 https://t.co/4GovDSVhmG
#cryptovoxels #igloo #Metaverse #digissues https://t.co/Pu4t12p04e","['igloo', 'cryptovoxels', 'igloo', 'Metaverse']",Twitter Web App,False
Unbounded.Earth,Unbounded Metaverse,Metaverse on the Cardano Blockchain | Discord: Coming Soon... | #Cardano #Metaverse,2021-11-04 12:50:28+00:00,580.0,33,30,False,2021-11-14 17:48:45+00:00,Let's do a poll.. which nft land parcels are you most looking forward to getting your hands on? #CardanoNFT #NFTCommunity #Metaverse #NFTs,"['CardanoNFT', 'NFTCommunity', 'Metaverse', 'NFTs']",Twitter Web App,False
Domain Recap,,"Expired Domain Auction Picks, Sales, and .CA TBR Results",2017-12-07 04:41:15+00:00,383.0,35,1664,False,2021-11-14 17:48:35+00:00,"Top Expired Domain Auction Recap – November 14, 2021 #domains #startups #investing #digitalmarketing #CBD #StockMarket #realestate #app #web #NFTs #metaverse

https://t.co/Dfes40SxfL","['domains', 'startups', 'investing', 'digitalmarketing', 'CBD']",Twitter Web App,False
Praimfyre,,Crypto Enthusiast,2021-07-09 20:29:46+00:00,49.0,55,2206,False,2021-11-14 17:41:59+00:00,"@TokenInari $Inari is going to melt faces, either #followthefox to #Metaverse land or FOMO in later, entirely your choice!
#Ethereum #saitama #floki $Floki https://t.co/bgHs4faxUs","['followthefox', 'Metaverse']",Twitter for iPhone,False
Mysor Trades,The Internet,"Sharing part of my online trades and thoughts here. The base of them being my trades in Earth2, but also other platforms",2021-04-03 17:07:49+00:00,44.0,61,188,False,2021-11-14 17:06:59+00:00,"*** New Trade *** Sold an Earth2 Class 1 property in Amsterdam for 399E$, bought 5 months earlyer for 258E$, 52% gain! Market has been picking up past days! But as this trade shows, patience is still key. #earth2 #earth2io #metaverse #newland #tiles #essence",,Twitter Web App,False
DAVOS CRYPTOS 🌹,Join the DavosCryptos family ⬇,"Loves education, charts & fun. No financial advice.",2017-12-30 06:52:46+00:00,25782.0,6792,61886,False,2021-11-14 16:45:22+00:00,"Imagine $FLOKI | @RealFlokiInu 

Launching:
* Gaming sneak previews #metaverse style
* NFT characters
* Owning land in the #Metaverse 
* NFT platform
* Partnerships with gaming teams

This will be on RADAR of everyone! 
This is NEXT level, real utility version of $DOGE, $SHIB https://t.co/MLxLSXpMmE",['metaverse'],Twitter Web App,False
Michael,Metaverse,"Curator + Collector of Art, NFTs, & Crypto —Travel, Culture, & Hype",2009-02-26 03:18:32+00:00,110.0,217,1034,False,2021-11-14 16:19:11+00:00,"@garyvee thoughts on this? Is the evolution of NFTs to give exclusive access to metaverse land and community? Discord is passed up for building community in the virtual word? Exciting stuff here!

#metaverse #nfts #NFTfuture #wlcc @WLCCNFT #sandbox @sandbox https://t.co/JQBO6Cr4lW",,Twitter for Mac,False
THEMANWHOSOLDTHEWORLD,Metaverse,"Upcoming earth-like PlayToEarn MMORPG Metaverse
Claim plots for 0.01ETH at link below, USE DESKTOP
feel free to text me if something is unclear",2021-05-08 21:16:43+00:00,3340.0,3532,2592,False,2021-11-14 16:16:08+00:00,"""Dandong"" at #333

10k #NFT plots of land in upcoming
earth shaped #PlayToEarn #metaverse
all fixed at 0.01 ETH

https://t.co/emXYRa3wbE

 #themanwhosoldtheworld https://t.co/gB5kVJQHA2","['NFT', 'PlayToEarn', 'metaverse']",Twitter Web App,False
"UppGRAYxDD 5.1(🛸,🛸)",Dark Metaverse,"$UFO ..One of skin who left water, inside the dark womb, inside of our mother. Prone to the beat and vibe of my tribe, I catch the drift and ride moving tides..",2021-06-05 16:06:37+00:00,154.0,396,3208,False,2021-11-14 16:15:45+00:00,"@SuperGalactic51 Giggidy 👀 $UFO 👽🖖

#P2E #Metaverse #Launchpad  #NFTs #VirtualLand #SuperGalactic #PvP #GameFi
Join TG: https://t.co/PaZMmfvtnl https://t.co/aqiMkoPQaI","['P2E', 'Metaverse', 'Launchpad', 'NFTs', 'VirtualLand', 'SuperGalactic', 'PvP', 'GameFi']",Twitter for iPhone,False
Calvin Becerra,Everywhere,•Motivational Speaker •High Performance Coach •Entrepreneur,2009-05-10 22:36:19+00:00,11515.0,9869,7471,False,2021-11-14 16:04:59+00:00,Spent yesterday buying LAND in the Metaverse &amp; Sandbox #NFT #NFTCommunity #Metaverse #SandBox,"['NFT', 'NFTCommunity', 'Metaverse', 'SandBox']",Twitter for iPhone,False
"UppGRAYxDD 5.1(🛸,🛸)",Dark Metaverse,"$UFO ..One of skin who left water, inside the dark womb, inside of our mother. Prone to the beat and vibe of my tribe, I catch the drift and ride moving tides..",2021-06-05 16:06:37+00:00,154.0,396,3208,False,2021-11-14 15:59:39+00:00,"Still early.. still time.. but the clock is ticking.. Dapp Soon.. Game 1 Soon.. $UFO 👽🖖

#P2E #Metaverse #Launchpad  #NFTs #VirtualLand #SuperGalactic #PvP #GameFi
Join TG: https://t.co/PaZMmfvtnl https://t.co/a9gCtd1kX4","['P2E', 'Metaverse', 'Launchpad']",Twitter for iPhone,False
Simon 🦁 👑,London,"Love house music, crypto & nfts @lazylionsnft 🦁🦁🦁 👑",2021-08-19 16:05:21+00:00,542.0,594,2503,False,2021-11-14 15:50:57+00:00,@NftCryptosArt King You want an NFT with awesome artwork and utility? Then look no further 🔥@dualworldfusion🔥 This unique NFT is only mining 1400 of these badass fusions. You will get ownership of a luxury apartment and land in the #Metaverse 🚀 Whitelist open 🔥 https://t.co/Hu4zSoAki2 🔥 https://t.co/YcaQ1mjK1t,,Twitter for iPhone,False
Solamids,Solana Metaverse,"4941 Solamids destined for Metaverse waiting for their owners.

Discord: https://t.co/ICPU4cECBe
Medium: https://t.co/WYrKaQLhC8",2021-11-09 17:02:45+00:00,4319.0,13,3,False,2021-11-14 15:46:53+00:00,"21 floors, 4914 Solamids. 21 partners. We are Real Estate builders in #metaverse...

#nfts #nftcollector #nft #solana","['metaverse', 'nfts', 'nftcollector', 'nft', 'solana']",Twitter Web App,False
Puff IT BuffET,Metaverse ,Continuum World coming soon to a #METAVERSE 🌍 near you. $UM Free-To-Play. Play-To-Earn.,2020-05-01 22:11:57+00:00,2903.0,593,9324,False,2021-11-14 15:39:20+00:00,@TheMoonCarl Have you seen $UM @continuumworld #Metaverse #GameFi play. So early release will be Q2 2022. Marketplace and land sale December!,"['Metaverse', 'GameFi']",Twitter for iPhone,False
Burak_AlpacaCity,,"$ALPA
Yarı zamanlı criptocu",2020-04-15 08:56:06+00:00,9.0,72,1293,False,2021-11-14 15:33:33+00:00,"Do you know that the total land area of ​​Alpaca City is 20 million and 8 million of them were burned? You can reach alpaca city via https://t.co/GZJyhkpnTa and pancakeswap.
#Metaverse #Alpa #Game #Nft 
@CityAlpaca $alpa https://t.co/EnKBnJVmkZ",,Twitter for Android,False
metaversum.dcl.eth,Metaverse,"@DasLaedchen ● Bitcoin Hodler ● Stacking $SATS ● Decentraland LAND -48,-22 & -47,-22 ● NAME Metaversum metaversum.dcl.eth",2021-05-19 07:47:17+00:00,110.0,626,1518,False,2021-11-14 15:25:03+00:00,"Did you know it?
@DECENTRALAND
Total LAND: 90,601 (43689 private land parcels, 33886 district LAND, 9438 roads, 3588 plazas) and each LAND Size: 16m x 16m square spaces
#Decentraland #Metaverse #Metaversum #mana $mana",,Twitter for Android,False
moesang_jantan,Indonesia,Crypto Addict,2011-07-22 02:41:39+00:00,232.0,236,15,False,2021-11-14 15:18:45+00:00,What #Metaverse Coin Picks that have the most potential to gain the huge profit? I choose NTVRK Land &amp; Star Atlas #Ntvrk #Staratlas https://t.co/DWZSuyPG9q,['Metaverse'],Twitter for Android,False
Droptional,,,2017-09-06 13:11:58+00:00,240.0,16,258,False,2021-11-14 15:13:47+00:00,"Last-Minute Expired Domain Auction Recap – November 14, 2021 #domains #startups #investing #digitalmarketing #CBD #StockMarket #realestate #app #web #NFTs #metaverse

https://t.co/1w4T0AQXdL","['domains', 'startups', 'investing', 'digitalmarketing', 'CBD']",Twitter Web App,False
KINGStorm,USA,"https://t.co/uxQ7NkLe1X 5% Back Referral Code - (OSI5JQZ9B5)

https://t.co/m8LNnIK4Hz…",2015-06-10 17:59:02+00:00,328.0,1209,127,False,2021-11-14 15:11:45+00:00,"Earth2 Jewel Crafting Guide...

#Earth2 #Earth2io #Metaverse #VirtualLand #VirtualRealEstate https://t.co/XLUGdEu7kp","['Earth2', 'Earth2io', 'Metaverse', 'VirtualLand', 'VirtualRealEstate']",Twitter Web App,False
Domgard | Premium Domain Names | Since 2018,"Frankfurt am Main, Deutschland","We do not sell domains! We sell dreams, passions and ideas. https://t.co/FJFTWEv60M https://t.co/3OB4KH2Bfn https://t.co/EBBYlk3XHq https://t.co/s6j7AybjcP https://t.co/nYwJAF2w5J https://t.co/zlTaMzcyeX",2021-06-09 11:46:56+00:00,13.0,7,188,False,2021-11-14 15:02:30+00:00,"'Merica is America!
It's a sense of belonging, of #pride.
It is at #home!
https://t.co/Qu0z2m99TW is everything that makes #America. 
Buy #Merica now and give #America a #home.

Thanks Kathy Baka for the idea!

#VeteransDay #Domains #Metaverse  #RealEstate #Investing #NFTs https://t.co/5dRjh0228x","['pride', 'home']",Twitter for iPad,False
Zenith DS,,,2021-11-13 01:00:11+00:00,6.0,52,32,False,2021-11-14 14:53:33+00:00,"Thank you @DCWAYNYC for the video.  Definitely good information. 
https://t.co/rxonpQfuOh
#Metaverse #VirtualLand","['Metaverse', 'VirtualLand']",Twitter for Android,False
Giovanni Pompeo Phd,,,2021-02-02 14:01:11+00:00,82.0,126,2260,False,2021-11-14 14:47:29+00:00,"#Zilliqa is the perfect land for #Metaverse and #NFTs, with an awesome #NFTCommunity which will be 🔑 . Rember that people = 🔑","['Zilliqa', 'Metaverse', 'NFTs', 'NFTCommunity']",Twitter for iPhone,False
PWninja,Metaverse,"#NFT Enthusiast, proud @PandaWarriorNFT join the tribe https://t.co/p4YTYlx4TV",2021-10-25 10:27:04+00:00,20.0,185,61,False,2021-11-14 14:42:45+00:00,"Would you invest in a real estate or virtual? 

@PandaWarriorNFT 
#nft #realestate #virtualestate #metaverse #virtualland #investing #Decentraland","['nft', 'realestate', 'virtualestate', 'metaverse']",Twitter Web App,False
NatarajKali,Sahasrara,"If you must be mad be it not for the things of the world. Be mad for God. all posted here is a temporary illusion of that world, not 2b followed. Follow God.",2016-09-28 17:12:07+00:00,255.0,268,1,False,2021-11-14 14:34:54+00:00,"$smurf w/ https://t.co/92lirXD9QR + $lqavf w/ @Oasis_dstudios 👀
#Metaverse 
“Start buying &amp; developing virtual land &amp; assets,” says Joel Dietz, founder of ArtWallet, &amp; a founding member of Ethereum. “Get involved in a couple 100-times growth potential projects &amp; spread ur bets.”",['Metaverse'],Twitter for iPad,False
Zenith DS,,,2021-11-13 01:00:11+00:00,6.0,52,32,False,2021-11-14 14:23:30+00:00,"Beautiful chilly Sunday here in NYC.  Today's topic is ""how to buy land on the Metaverse"".  #Metaverse #VirtualWorld #NFTs https://t.co/HchDZSGq8c",['Metaverse'],Twitter for Android,False
admix,"London, UK",Creating the pioneering tech to monetize games & the #metaverse non-intrusively 🪐 Follow our head honcho @samhuber • https://t.co/Gs7cYG2zEy,2018-02-27 13:03:07+00:00,1103.0,534,1670,False,2021-11-14 14:18:51+00:00,"3/ If you don't know... @SomniumSpace is a persistent, decentralized virtual world.

This year, they sold millions worth of virtual land and other NFTs 💸

They’ve recently gotten investment from @winklevosscap and announced their plans to build an open #metaverse. https://t.co/YKrwFJ6CCs",,Twitter Web App,False
admix,"London, UK",Creating the pioneering tech to monetize games & the #metaverse non-intrusively 🪐 Follow our head honcho @samhuber • https://t.co/Gs7cYG2zEy,2018-02-27 13:03:07+00:00,1103.0,534,1670,False,2021-11-14 14:18:50+00:00,"Today we’re partnering with @SomniumSpace to help brands enter the #metaverse and give creators new tools to monetize their land 🔥🌍 

Our first collab will be an exclusive #NFT drop with @Cloud9 as a first brand partner🙌🏼 

🔗More info: https://t.co/6MNxvcJyrO

👇🏼Thread https://t.co/VvzCXDsRhF",['metaverse'],Twitter Web App,False
Mauri | Owner of Domgard | since 2018,"Frankfurt am Main, Deutschland","if you can‘t rate a domain, it may come from the future https://t.co/N1ZpTn707g https://t.co/kPXZ87I6DX https://t.co/3CKb09aSZN https://t.co/C4wmXV7fiY https://t.co/2Omynz7kJK https://t.co/Qm30Q0zS31 and many other #Domains.",2021-06-08 18:36:44+00:00,56.0,33,350,False,2021-11-14 14:15:11+00:00,"'Merica is America!
It's a sense of #belonging, of #pride.
It is at home!
https://t.co/f07lqkZYJ7 is everything that makes #America. 
Buy Merica now and give #America a #home. 

#VeteransDay #Domains #cryptocurrency #LestWeForget  #IoT #RealEstate #investing #Metaverse #Bitcoin https://t.co/fzw54OEzv6","['belonging', 'pride']",Twitter for iPad,False
THEMANWHOSOLDTHEWORLD,Metaverse,"Upcoming earth-like PlayToEarn MMORPG Metaverse
Claim plots for 0.01ETH at link below, USE DESKTOP
feel free to text me if something is unclear",2021-05-08 21:16:43+00:00,3340.0,3532,2592,False,2021-11-14 13:57:05+00:00,"""Iquitos"" at #1658

10k #NFT plots of land in upcoming
earth shaped #PlayToEarn #metaverse
all fixed at 0.01 ETH

https://t.co/emXYRa3wbE

 #themanwhosoldtheworld https://t.co/WrzNmTLGvH","['NFT', 'PlayToEarn', 'metaverse']",Twitter Web App,False
doge #81,,"Owner of The Doge Pound, Divine Anarchy, Bears Deluxe. Sandbox Land #Crypto #NFTs #Chef",2011-11-13 13:49:38+00:00,392.0,1524,1110,False,2021-11-14 13:53:52+00:00,"digital land bro

#NFTs #metaverse @TheSandboxGame","['NFTs', 'metaverse']",Twitter Web App,False
Joakim 🇳🇴,METAVERSE,"Engineer, Father, Investor.

CEO & Founder / SalesBusiness․com

Digital Assets 🔥 $UBX ✨💎",2018-07-31 08:44:58+00:00,1248.0,910,3016,False,2021-11-14 13:48:08+00:00,"In case you are still missing out 🐸

My current froggies waiting for their plot of land in #NewPangea, the #metaverse being developed by ex-Disney, Lucas Films, Dreamworks ppl + Ex-CEO of Silicon Valley.

WAGMI for real 👀

#NFT #NFTs #NFTCommunity #Frogland #NotoriousFrogs https://t.co/DM1DGIzX5f https://t.co/c2HpXA9uZg",['NewPangea'],Twitter Web App,False
Arjuna,,,2021-09-03 06:51:24+00:00,77.0,726,4957,False,2021-11-14 13:38:01+00:00,"@GalaxyTrading_ $FLOKI #FLOKI @RealFlokiInu

This is the ultimate meme project This is a movement with strong fundamentals
-3D NFT P2E Gaming #Metaverse, NFT
-Our partnership with https://t.co/DQ07CJD8tP means you can buy Real Estate in Miami, Florida with #FLOKI
-Already audited CERTIK",['FLOKI'],Twitter for Android,False
Iphie,"Anambra, Nigeria",Ambivert|| Crypto Enthusiast ||FX ❤,2016-11-17 08:44:51+00:00,276.0,878,1886,False,2021-11-14 13:34:07+00:00,"👑@Demetervip LAND SALE HAS LAUNCHED🚀

🪢Through @BabylonsNFT, Demeter is selling CBK land purchasable with their stable coin DUSD🪙

🏰The sale ends Nov. 18th at 12:00 UTC!

➡️https://t.co/wp9yR8ONv7…

#CryptoBlades #Metaverse #Crypto #NFTs  #NFTGame #PlayToEarn #BSCGem #BSC https://t.co/FXUbdjCCuW",,Twitter for iPhone,False
Iphie,"Anambra, Nigeria",Ambivert|| Crypto Enthusiast ||FX ❤,2016-11-17 08:44:51+00:00,276.0,878,1886,False,2021-11-14 13:13:38+00:00,"🚨#Demeter land sale has launched!🚨

We are selling CBK land purchasable with our stablecoin $DUSD!

📆Ends 18 Nov at 12:00(UTC)
🔗https://t.co/wp9yR8ONv7…
Don't miss out!!

#CryptoBlades #Metaverse #Crypto #NFTgame #P2EGAMING #DMT #stablecoins https://t.co/zRdBiHy8TL",['Demeter'],Twitter for iPhone,False
DABATVNEWS.COM,"Lagos, Nigeria","Best For Detailing Latest News In #Nigeria,Breaking News,24/7 NaijaNews",2020-04-08 13:53:44+00:00,272.0,633,232,False,2021-11-14 13:09:04+00:00,Crypto 11/12/21 #crypto #mana #decentraland #virtualland #metaverse #amc #algorand #buythedip #like https://t.co/yK86C92cwa,"['crypto', 'mana', 'decentraland', 'virtualland', 'metaverse', 'amc', 'algorand', 'buythedip', 'like']",WordPress.com,False
Donny 'Don' aka SatoshiDon,,"Cryptocurrency and Blockchain Crusader, Investor,Influencer, Crypto community Guide and Evangelist.I do NOT offer financial advice ,the tweets are my thoughts.",2016-08-21 16:25:03+00:00,2689.0,43,23320,False,2021-11-14 13:00:42+00:00,"I have always #tweeted the importance of owning #nft #realestate in the #metaverse for the past couple of years... #MorganStanley puts out this report, BAM💥..I get dozens of big offers per day for my LANDS in the #metaverse ...No complaints 😎

https://t.co/7YTm9mDNco","['tweeted', 'nft', 'realestate', 'metaverse']",Twitter Web App,False
